caller_fqn,callee_fqn,resolved,origin
ichiran/dict:penalty-short,ichiran/dict:filter-short-kana,1,runtime
ichiran/dict:penalty-short,ichiran/dict:get-text,1,runtime
ichiran/dict:penalty-short,ichiran/dict:make-synergy,1,runtime
ichiran/dict:penalty-short,ichiran/dict:segment-info,1,runtime
ichiran/dict:penalty-short,ichiran/dict:segment-list-end,1,runtime
ichiran/dict:penalty-short,ichiran/dict:segment-list-segments,1,runtime
ichiran/dict:penalty-short,ichiran/dict:segment-list-start,1,runtime
ichiran/dict:print-conj-info,ichiran/dict:conj-info-short,1,both
ichiran/dict:print-conj-info,ichiran/dict:conj-prop,1,source
ichiran/dict:print-conj-info,ichiran/dict:entry-info-short,1,both
ichiran/dict:print-conj-info,ichiran/dict:print-conj-info,1,runtime
ichiran/dict:print-conj-info,ichiran/dict:select-conjs-and-props,1,both
ichiran/dict:print-conj-info,ichiran/dict:seq-from,0,runtime
ichiran/dict:print-conj-info,ichiran/dict:seq-via,0,runtime
ichiran/dict:process-hints,ichiran/characters:simplify-ngrams,1,both
ichiran/dict:process-hints,ichiran/dict:*hint-simplify-map*,1,source
ichiran/dict:process-word-info,ichiran/characters:get-char-class,1,both
ichiran/dict:process-word-info,ichiran/dict:word-info-kana,0,runtime
ichiran/dict:process-word-info,ichiran/dict:word-info-text,0,runtime
ichiran/dict:proxy-text,ichiran/dict:simple-text,1,runtime
ichiran/dict:reading-str,ichiran/dict:get-kana,1,source
ichiran/dict:reading-str,ichiran/dict:get-kanji,1,source
ichiran/dict:reading-str,ichiran/dict:reading-str*,1,source
ichiran/dict:reading-str,ichiran/dict:reading-str-seq,1,source
ichiran/dict:reading-str,ichiran/dict:simple-text,1,source
ichiran/dict:reading-str,ichiran/dict:word-info,1,source
ichiran/dict:reading-str,ichiran/dict:word-info-reading-str,1,source
ichiran/dict:reading-str-seq,ichiran/dict:kana-text,1,source
ichiran/dict:reading-str-seq,ichiran/dict:kanji-text,1,source
ichiran/dict:reading-str-seq,ichiran/dict:reading-str*,1,both
ichiran/dict:rearrange-readings-conj,ichiran/dict:conjugation,1,source
ichiran/dict:rearrange-readings-conj,ichiran/dict:rearrange-readings,1,both
ichiran/dict:recalc-entry-stats,ichiran/dict:entry,1,source
ichiran/dict:recalc-entry-stats,ichiran/dict:kana-text,1,source
ichiran/dict:recalc-entry-stats,ichiran/dict:kanji-text,1,source
ichiran/dict:recalc-entry-stats-all,ichiran/dict:entry,1,source
ichiran/dict:recalc-entry-stats-all,ichiran/dict:kana-text,1,source
ichiran/dict:recalc-entry-stats-all,ichiran/dict:kanji-text,1,source
ichiran/dict:register-item,ichiran/dict:make-top-array-item,1,source
ichiran/dict:register-item,ichiran/dict:tai-score,1,source
ichiran/dict:register-item,ichiran/dict:top-array,1,source
ichiran/dict:remove-hiragana-nokanji,ichiran/characters:test-word,1,both
ichiran/dict:remove-hiragana-nokanji,ichiran/dict:entry,1,source
ichiran/dict:remove-hiragana-nokanji,ichiran/dict:kana-text,1,source
ichiran/dict:remove-hiragana-nokanji,ichiran/dict:seq,0,runtime
ichiran/dict:replace-reading,ichiran/characters:test-word,1,both
ichiran/dict:replace-reading,ichiran/dict:kana-text,1,source
ichiran/dict:replace-reading,ichiran/dict:kanji-text,1,source
ichiran/dict:replace-reading,ichiran/dict:reset-readings,1,both
ichiran/dict:replace-reading-conj,ichiran/dict:conjugation,1,source
ichiran/dict:replace-reading-conj,ichiran/dict:reset-readings,1,both
ichiran/dict:replace-reading-conj,ichiran/dict:seq,0,runtime
ichiran/dict:reset-readings,ichiran/dict:kana-text,1,source
ichiran/dict:reset-readings,ichiran/dict:kanji-text,1,source
ichiran/dict:reset-readings,ichiran/dict:set-reading,1,both
ichiran/dict:root-diff-fn,ichiran/dict:root-diff,1,both
ichiran/dict:score-base,ichiran/dict:compound-text,1,source
ichiran/dict:segfilter-aux-verb,ichiran/dict:classify,1,runtime
ichiran/dict:segfilter-aux-verb,ichiran/dict:conj-data-prop,1,runtime
ichiran/dict:segfilter-aux-verb,ichiran/dict:conj-type,0,runtime
ichiran/dict:segfilter-aux-verb,ichiran/dict:filter-in-seq-set,1,runtime
ichiran/dict:segfilter-aux-verb,ichiran/dict:filter-is-conjugation,1,runtime
ichiran/dict:segfilter-aux-verb,ichiran/dict:make-segment-list-from,1,runtime
ichiran/dict:segfilter-aux-verb,ichiran/dict:segment-info,1,runtime
ichiran/dict:segfilter-aux-verb,ichiran/dict:segment-list-end,1,runtime
ichiran/dict:segfilter-aux-verb,ichiran/dict:segment-list-segments,1,runtime
ichiran/dict:segfilter-aux-verb,ichiran/dict:segment-list-start,1,runtime
ichiran/dict:segfilter-badend,ichiran/dict:classify,1,runtime
ichiran/dict:segfilter-badend,ichiran/dict:filter-is-compound-end-text,1,runtime
ichiran/dict:segfilter-badend,ichiran/dict:get-text,1,runtime
ichiran/dict:segfilter-badend,ichiran/dict:make-segment-list-from,1,runtime
ichiran/dict:segfilter-badend,ichiran/dict:segment-list-end,1,runtime
ichiran/dict:segfilter-badend,ichiran/dict:segment-list-segments,1,runtime
ichiran/dict:segfilter-badend,ichiran/dict:segment-list-start,1,runtime
ichiran/dict:segfilter-badend,ichiran/dict:segment-word,1,runtime
ichiran/dict:segfilter-badend,ichiran/dict:seq,0,runtime
ichiran/dict:segfilter-badend,ichiran/dict:words,0,runtime
ichiran/dict:segfilter-dashi,ichiran/dict:classify,1,runtime
ichiran/dict:segfilter-dashi,ichiran/dict:filter-in-seq-set,1,runtime
ichiran/dict:segfilter-dashi,ichiran/dict:make-segment-list-from,1,runtime
ichiran/dict:segfilter-dashi,ichiran/dict:segment-info,1,runtime
ichiran/dict:segfilter-dashi,ichiran/dict:segment-list-end,1,runtime
ichiran/dict:segfilter-dashi,ichiran/dict:segment-list-segments,1,runtime
ichiran/dict:segfilter-dashi,ichiran/dict:segment-list-start,1,runtime
ichiran/dict:segfilter-dekiru,ichiran/dict:classify,1,runtime
ichiran/dict:segfilter-dekiru,ichiran/dict:filter-in-seq-set,1,runtime
ichiran/dict:segfilter-dekiru,ichiran/dict:make-segment-list-from,1,runtime
ichiran/dict:segfilter-dekiru,ichiran/dict:segment-info,1,runtime
ichiran/dict:segfilter-dekiru,ichiran/dict:segment-list-end,1,runtime
ichiran/dict:segfilter-dekiru,ichiran/dict:segment-list-segments,1,runtime
ichiran/dict:segfilter-dekiru,ichiran/dict:segment-list-start,1,runtime
ichiran/dict:segfilter-honorific,ichiran/dict:classify,1,runtime
ichiran/dict:segfilter-honorific,ichiran/dict:filter-in-seq-set,1,runtime
ichiran/dict:segfilter-honorific,ichiran/dict:make-segment-list-from,1,runtime
ichiran/dict:segfilter-honorific,ichiran/dict:segment-list-end,1,runtime
ichiran/dict:segfilter-honorific,ichiran/dict:segment-list-segments,1,runtime
ichiran/dict:segfilter-honorific,ichiran/dict:segment-list-start,1,runtime
ichiran/dict:segfilter-janai,ichiran/dict:classify,1,runtime
ichiran/dict:segfilter-janai,ichiran/dict:filter-in-seq-set,1,runtime
ichiran/dict:segfilter-janai,ichiran/dict:filter-is-compound-end,1,runtime
ichiran/dict:segfilter-janai,ichiran/dict:make-segment-list-from,1,runtime
ichiran/dict:segfilter-janai,ichiran/dict:segment-info,1,runtime
ichiran/dict:segfilter-janai,ichiran/dict:segment-list-end,1,runtime
ichiran/dict:segfilter-janai,ichiran/dict:segment-list-segments,1,runtime
ichiran/dict:segfilter-janai,ichiran/dict:segment-list-start,1,runtime
ichiran/dict:segfilter-janai,ichiran/dict:segment-word,1,runtime
ichiran/dict:segfilter-janai,ichiran/dict:seq,0,runtime
ichiran/dict:segfilter-mononi,ichiran/dict:classify,1,runtime
ichiran/dict:segfilter-mononi,ichiran/dict:filter-in-seq-set,1,runtime
ichiran/dict:segfilter-mononi,ichiran/dict:make-segment-list-from,1,runtime
ichiran/dict:segfilter-mononi,ichiran/dict:segment-info,1,runtime
ichiran/dict:segfilter-mononi,ichiran/dict:segment-list-end,1,runtime
ichiran/dict:segfilter-mononi,ichiran/dict:segment-list-segments,1,runtime
ichiran/dict:segfilter-mononi,ichiran/dict:segment-list-start,1,runtime
ichiran/dict:segfilter-n,ichiran/dict:classify,1,runtime
ichiran/dict:segfilter-n,ichiran/dict:filter-in-seq-set,1,runtime
ichiran/dict:segfilter-n,ichiran/dict:filter-in-seq-set-simple,1,runtime
ichiran/dict:segfilter-n,ichiran/dict:make-segment-list-from,1,runtime
ichiran/dict:segfilter-n,ichiran/dict:segment-info,1,runtime
ichiran/dict:segfilter-n,ichiran/dict:segment-list-end,1,runtime
ichiran/dict:segfilter-n,ichiran/dict:segment-list-segments,1,runtime
ichiran/dict:segfilter-n,ichiran/dict:segment-list-start,1,runtime
ichiran/dict:segfilter-nohayamete,ichiran/dict:classify,1,runtime
ichiran/dict:segfilter-nohayamete,ichiran/dict:filter-in-seq-set,1,runtime
ichiran/dict:segfilter-nohayamete,ichiran/dict:make-segment-list-from,1,runtime
ichiran/dict:segfilter-nohayamete,ichiran/dict:segment-info,1,runtime
ichiran/dict:segfilter-nohayamete,ichiran/dict:segment-list-end,1,runtime
ichiran/dict:segfilter-nohayamete,ichiran/dict:segment-list-segments,1,runtime
ichiran/dict:segfilter-nohayamete,ichiran/dict:segment-list-start,1,runtime
ichiran/dict:segfilter-roku,ichiran/dict:classify,1,runtime
ichiran/dict:segfilter-roku,ichiran/dict:filter-is-compound-end-text,1,runtime
ichiran/dict:segfilter-roku,ichiran/dict:get-text,1,runtime
ichiran/dict:segfilter-roku,ichiran/dict:make-segment-list-from,1,runtime
ichiran/dict:segfilter-roku,ichiran/dict:segment-list-end,1,runtime
ichiran/dict:segfilter-roku,ichiran/dict:segment-list-segments,1,runtime
ichiran/dict:segfilter-roku,ichiran/dict:segment-list-start,1,runtime
ichiran/dict:segfilter-roku,ichiran/dict:segment-word,1,runtime
ichiran/dict:segfilter-roku,ichiran/dict:seq,0,runtime
ichiran/dict:segfilter-roku,ichiran/dict:words,0,runtime
ichiran/dict:segfilter-sae,ichiran/dict:classify,1,runtime
ichiran/dict:segfilter-sae,ichiran/dict:filter-is-compound-end,1,runtime
ichiran/dict:segfilter-sae,ichiran/dict:get-text,1,runtime
ichiran/dict:segfilter-sae,ichiran/dict:make-segment-list-from,1,runtime
ichiran/dict:segfilter-sae,ichiran/dict:segment-list-end,1,runtime
ichiran/dict:segfilter-sae,ichiran/dict:segment-list-segments,1,runtime
ichiran/dict:segfilter-sae,ichiran/dict:segment-list-start,1,runtime
ichiran/dict:segfilter-sae,ichiran/dict:segment-word,1,runtime
ichiran/dict:segfilter-sae,ichiran/dict:seq,0,runtime
ichiran/dict:segfilter-sukiyoki,ichiran/dict:classify,1,runtime
ichiran/dict:segfilter-sukiyoki,ichiran/dict:conj-data-prop,1,runtime
ichiran/dict:segfilter-sukiyoki,ichiran/dict:conj-type,0,runtime
ichiran/dict:segfilter-sukiyoki,ichiran/dict:filter-is-conjugation,1,runtime
ichiran/dict:segfilter-sukiyoki,ichiran/dict:get-text,1,runtime
ichiran/dict:segfilter-sukiyoki,ichiran/dict:make-segment-list-from,1,runtime
ichiran/dict:segfilter-sukiyoki,ichiran/dict:segment-info,1,runtime
ichiran/dict:segfilter-sukiyoki,ichiran/dict:segment-list-end,1,runtime
ichiran/dict:segfilter-sukiyoki,ichiran/dict:segment-list-segments,1,runtime
ichiran/dict:segfilter-sukiyoki,ichiran/dict:segment-list-start,1,runtime
ichiran/dict:segfilter-toomou,ichiran/dict:classify,1,runtime
ichiran/dict:segfilter-toomou,ichiran/dict:filter-in-seq-set,1,runtime
ichiran/dict:segfilter-toomou,ichiran/dict:make-segment-list-from,1,runtime
ichiran/dict:segfilter-toomou,ichiran/dict:segment-info,1,runtime
ichiran/dict:segfilter-toomou,ichiran/dict:segment-list-end,1,runtime
ichiran/dict:segfilter-toomou,ichiran/dict:segment-list-segments,1,runtime
ichiran/dict:segfilter-toomou,ichiran/dict:segment-list-start,1,runtime
ichiran/dict:segfilter-totte,ichiran/dict:classify,1,runtime
ichiran/dict:segfilter-totte,ichiran/dict:filter-in-seq-set,1,runtime
ichiran/dict:segfilter-totte,ichiran/dict:make-segment-list-from,1,runtime
ichiran/dict:segfilter-totte,ichiran/dict:segment-info,1,runtime
ichiran/dict:segfilter-totte,ichiran/dict:segment-list-end,1,runtime
ichiran/dict:segfilter-totte,ichiran/dict:segment-list-segments,1,runtime
ichiran/dict:segfilter-totte,ichiran/dict:segment-list-start,1,runtime
ichiran/dict:segfilter-tsu-iru,ichiran/dict:classify,1,runtime
ichiran/dict:segfilter-tsu-iru,ichiran/dict:filter-in-seq-set,1,runtime
ichiran/dict:segfilter-tsu-iru,ichiran/dict:make-segment-list-from,1,runtime
ichiran/dict:segfilter-tsu-iru,ichiran/dict:segment-info,1,runtime
ichiran/dict:segfilter-tsu-iru,ichiran/dict:segment-list-end,1,runtime
ichiran/dict:segfilter-tsu-iru,ichiran/dict:segment-list-segments,1,runtime
ichiran/dict:segfilter-tsu-iru,ichiran/dict:segment-list-start,1,runtime
ichiran/dict:segfilter-wokarasu,ichiran/dict:classify,1,runtime
ichiran/dict:segfilter-wokarasu,ichiran/dict:filter-in-seq-set,1,runtime
ichiran/dict:segfilter-wokarasu,ichiran/dict:make-segment-list-from,1,runtime
ichiran/dict:segfilter-wokarasu,ichiran/dict:segment-info,1,runtime
ichiran/dict:segfilter-wokarasu,ichiran/dict:segment-list-end,1,runtime
ichiran/dict:segfilter-wokarasu,ichiran/dict:segment-list-segments,1,runtime
ichiran/dict:segfilter-wokarasu,ichiran/dict:segment-list-start,1,runtime
ichiran/dict:select-conjs,ichiran/dict:conjugation,1,source
ichiran/dict:select-conjs-and-props,ichiran/dict:conj-prop,1,source
ichiran/dict:select-conjs-and-props,ichiran/dict:conj-type,0,runtime
ichiran/dict:select-conjs-and-props,ichiran/dict:conj-type-order,1,both
ichiran/dict:select-conjs-and-props,ichiran/dict:filter-props,1,both
ichiran/dict:select-conjs-and-props,ichiran/dict:id,0,runtime
ichiran/dict:select-conjs-and-props,ichiran/dict:lex-compare,1,both
ichiran/dict:select-conjs-and-props,ichiran/dict:select-conjs,1,both
ichiran/dict:select-conjs-and-props,ichiran/dict:seq-via,0,runtime
ichiran/dict:sense-exists-p,ichiran/characters:join,1,both
ichiran/dict:sense-exists-p,ichiran/dict:gloss,1,source
ichiran/dict:sense-exists-p,ichiran/dict:sense,1,source
ichiran/dict:set-primary-nokanji,ichiran/dict:entry,1,source
ichiran/dict:set-reading,ichiran/dict:kana-text,1,source
ichiran/dict:set-reading,ichiran/dict:kanji-text,1,source
ichiran/dict:set-reading,ichiran/dict:restricted-readings,1,source
ichiran/dict:short-sense-str,ichiran/dict:gloss,1,source
ichiran/dict:short-sense-str,ichiran/dict:sense,1,source
ichiran/dict:simple-segment,ichiran/dict:dict-segment,1,both
ichiran/dict:simple-word-info,ichiran/dict:word-info,1,source
ichiran/dict:simple-word-info,ichiran/dict:word-info-json,1,both
ichiran/dict:skip-by-conj-data,ichiran/dict:*skip-conj-forms*,1,source
ichiran/dict:skip-by-conj-data,ichiran/dict:conj-data,1,source
ichiran/dict:skip-by-conj-data,ichiran/dict:conj-data-prop,1,both
ichiran/dict:skip-by-conj-data,ichiran/dict:test-conj-prop,1,both
ichiran/dict:split-1000430,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1000430,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1000430,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1002970,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1002970,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1002970,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1002970,ichiran/dict:seq,0,runtime
ichiran/dict:split-1002970,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1002970,ichiran/dict:word-type,1,runtime
ichiran/dict:split-1005600,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1005600,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1005600,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1005600,ichiran/dict:seq,0,runtime
ichiran/dict:split-1005600,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1006280,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1006280,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1006280,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1006880,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1006880,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1006880,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1008030,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1010105,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1010105,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1010105,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1207840,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1207840,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1207840,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1207840,ichiran/dict:seq,0,runtime
ichiran/dict:split-1207840,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1221530,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1221530,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1221530,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1221530,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1221680,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1221680,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1221680,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1221680,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1314600,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1314600,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1314600,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1314600,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1314770,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1314770,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1314770,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1314770,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1314770,ichiran/dict:word-type,1,runtime
ichiran/dict:split-1315860,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1315860,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1315860,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1322540,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1322540,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1322540,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1322540,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1322560,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1322560,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1322560,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1322560,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1322560,ichiran/dict:word-type,1,runtime
ichiran/dict:split-1327220,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1327220,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1327220,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1327220,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1327230,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1327230,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1327230,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1327230,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1349300,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1349300,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1349300,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1362970,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1362970,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1362970,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1362970,ichiran/dict:seq,0,runtime
ichiran/dict:split-1362970,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1474200,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1474200,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1474200,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1474200,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1474200,ichiran/dict:word-type,1,runtime
ichiran/dict:split-1502500,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1502500,ichiran/characters:unrendaku,1,runtime
ichiran/dict:split-1502500,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1502500,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1508380,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1508380,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1508380,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1508380,ichiran/dict:word-type,1,runtime
ichiran/dict:split-1532270,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1532270,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1532270,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1532270,ichiran/dict:seq,0,runtime
ichiran/dict:split-1532270,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1538340,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1538340,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1538340,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1538340,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1551500,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1551500,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1551500,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1551500,ichiran/dict:seq,0,runtime
ichiran/dict:split-1551500,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1567610,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1567610,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1567610,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1579130,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1579130,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1579130,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1581550,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1581550,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1581550,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1581550,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1591050,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1591050,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1591050,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1591050,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1591980,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1591980,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1591980,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1591980,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1597740,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1597740,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1597740,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1597740,ichiran/dict:word-type,1,runtime
ichiran/dict:split-1601010,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1601010,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1601010,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1601010,ichiran/dict:seq,0,runtime
ichiran/dict:split-1601010,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1601080,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1601080,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1601080,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1601080,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1602740,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1602740,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1602740,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1606530,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1606530,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1606530,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1606530,ichiran/dict:seq,0,runtime
ichiran/dict:split-1606530,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1606800,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1606800,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1606800,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1606800,ichiran/dict:seq,0,runtime
ichiran/dict:split-1606800,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1612640,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1612640,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1612640,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1675330,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1675330,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1675330,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1774820,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1774820,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1774820,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1774820,ichiran/dict:word-type,1,runtime
ichiran/dict:split-1854750,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1854750,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1854750,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1854750,ichiran/dict:seq,0,runtime
ichiran/dict:split-1854750,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1855670,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1855670,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1855670,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1855670,ichiran/dict:seq,0,runtime
ichiran/dict:split-1855670,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1863230,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1863230,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1863230,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1863230,ichiran/dict:word-type,1,runtime
ichiran/dict:split-1881690,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1881690,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1881690,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1881690,ichiran/dict:true-text,1,runtime
ichiran/dict:split-1894260,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-1894260,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-1894260,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-1894260,ichiran/dict:optprefix,1,runtime
ichiran/dict:split-1894260,ichiran/dict:seq,0,runtime
ichiran/dict:split-1894260,ichiran/dict:true-text,1,runtime
ichiran/dict:split-2002270,ichiran/characters:safe-subseq,1,runtime
ichiran/dict:split-2002270,ichiran/dict:find-word-conj-of,1,runtime
ichiran/dict:split-2002270,ichiran/dict:find-word-seq,1,runtime
ichiran/dict:split-2002270,ichiran/dict:seq,0,runtime
ichiran/dict:split-2002270,ichiran/dict:true-text,1,runtime
